Disease1,Disease2,HPO-SIM
MESH:D003876,MESH:D012186,0.0
MESH:D003876,MESH:D012468,0.0
MESH:D003876,MESH:D045743,0.0
MESH:D003876,MESH:D012878,0.0
MESH:D003876,MESH:D013120,0.0
MESH:D003876,MESH:D013167,0.0
MESH:D003876,MESH:D013274,0.0
MESH:D003876,MESH:D013736,0.0
MESH:D003876,MESH:D013953,0.0
MESH:D003876,MESH:D013964,0.0
MESH:D003876,MESH:D014029,0.0
MESH:D003876,MESH:D014516,0.0
MESH:D003876,MESH:D014594,0.0
MESH:D003876,MESH:D014625,0.0
MESH:D003876,MESH:D014820,0.0
MESH:D003876,MESH:D014846,0.0
MESH:D003876,MESH:D015179,0.0
MESH:D003876,MESH:D015209,0.0
MESH:D003876,MESH:D015210,0.0
MESH:D003876,MESH:D015433,0.0
MESH:D003876,MESH:D015535,0.0
MESH:D003876,MESH:D016535,0.0
MESH:D003876,MESH:D016640,0.0
MESH:D003876,MESH:D017202,0.0
MESH:D003876,MESH:D017544,0.0
MESH:D003876,MESH:D017545,0.0
MESH:D003876,MESH:D018204,0.0
MESH:D003876,MESH:D019042,0.0
MESH:D003876,MESH:D019337,0.0
MESH:D003876,MESH:D019694,0.0
MESH:D003876,MESH:D012148,0.0
MESH:D003876,MESH:D018317,0.0
MESH:D003876,MESH:D001528,0.0
MESH:D003876,MESH:D006111,0.0
MESH:D003876,MESH:D053040,0.0
MESH:D003876,MESH:D002583,0.0
MESH:D003876,MESH:D008881,0.0
MESH:D003876,MESH:D001749,0.0
MESH:D003876,MESH:D005923,0.0
MESH:D003876,MESH:D054990,0.0
MESH:D003876,MESH:D055113,0.0
MESH:D003876,MESH:D065631,0.0
MESH:D003922,MESH:D003924,0.0
MESH:D003922,MESH:D004379,0.0
MESH:D003922,MESH:D004827,0.0
MESH:D003922,MESH:D004938,0.0
MESH:D003922,MESH:D005134,0.0
MESH:D003922,MESH:D005185,0.0
MESH:D003922,MESH:D005642,0.0
MESH:D003922,MESH:D005706,0.0
MESH:D003922,MESH:D005879,0.0
MESH:D003922,MESH:D005901,0.0
MESH:D003922,MESH:D005910,0.0
MESH:D003922,MESH:D005922,0.0
MESH:D003922,MESH:D006258,0.0
MESH:D003922,MESH:D006973,0.0
MESH:D003922,MESH:D007037,0.0
MESH:D003922,MESH:D007078,0.0
MESH:D003922,MESH:D007079,0.0
MESH:D003922,MESH:D007562,0.0
MESH:D003922,MESH:D007580,0.0
MESH:D003922,MESH:D051436,0.0
MESH:D003922,MESH:D007680,0.0
MESH:D003922,MESH:D007822,0.0
MESH:D003922,MESH:D007889,0.0
MESH:D003922,MESH:D007918,0.0
MESH:D003922,MESH:D008105,0.0
MESH:D003922,MESH:D008113,0.0
MESH:D003922,MESH:D029424,0.0
MESH:D003922,MESH:D008175,0.0
MESH:D003922,MESH:D008180,0.0
MESH:D003922,MESH:D008268,0.0
MESH:D003922,MESH:D008288,0.0
MESH:D003922,MESH:D008479,0.0
MESH:D003922,MESH:D008545,0.0
MESH:D003922,MESH:D008579,0.0
MESH:D003922,MESH:D009080,0.0
MESH:D003922,MESH:D009103,0.0
MESH:D003922,MESH:D009290,0.0
MESH:D003922,MESH:D009373,0.0
MESH:D003922,MESH:D009383,0.0
MESH:D003922,MESH:D009765,0.0
MESH:D003922,MESH:D053713,0.0
MESH:D003922,MESH:D010001,0.0
MESH:D003922,MESH:D010003,0.0
MESH:D003922,MESH:D010024,0.0
MESH:D003922,MESH:D010040,0.0
MESH:D003922,MESH:D010051,0.0
MESH:D003922,MESH:D010190,0.0
MESH:D003922,MESH:D010195,0.0
MESH:D003922,MESH:D010300,0.0
MESH:D003922,MESH:D010412,0.0
MESH:D003922,MESH:D010610,0.0
MESH:D003922,MESH:D011085,0.0
MESH:D003922,MESH:D011471,0.0
MESH:D003922,MESH:D011565,0.0
MESH:D003922,MESH:D012004,0.0
MESH:D003922,MESH:D012030,0.0
MESH:D003922,MESH:D012186,0.0
MESH:D003922,MESH:D012468,0.0
MESH:D003922,MESH:D045743,0.0
MESH:D003922,MESH:D012878,0.0
MESH:D003922,MESH:D013120,0.0
MESH:D003922,MESH:D013167,0.0
MESH:D003922,MESH:D013274,0.0
MESH:D003922,MESH:D013736,0.0
MESH:D003922,MESH:D013953,0.0
MESH:D003922,MESH:D013964,0.0
MESH:D003922,MESH:D014029,0.0
MESH:D003922,MESH:D014516,0.0
MESH:D003922,MESH:D014594,0.0
MESH:D003922,MESH:D014625,0.0
MESH:D003922,MESH:D014820,0.0
MESH:D003922,MESH:D014846,0.0
MESH:D003922,MESH:D015179,0.0
MESH:D003922,MESH:D015209,0.0
MESH:D003922,MESH:D015210,0.0
MESH:D003922,MESH:D015433,0.0
MESH:D003922,MESH:D015535,0.0
MESH:D003922,MESH:D016535,0.0
MESH:D003922,MESH:D016640,0.0
MESH:D003922,MESH:D017202,0.0
MESH:D003922,MESH:D017544,0.0
MESH:D003922,MESH:D017545,0.0
MESH:D003922,MESH:D018204,0.0
MESH:D003922,MESH:D019042,0.0
MESH:D003922,MESH:D019337,0.0
MESH:D003922,MESH:D019694,0.0
MESH:D003922,MESH:D012148,0.0
MESH:D003922,MESH:D018317,0.0
MESH:D003922,MESH:D001528,0.0
MESH:D003922,MESH:D006111,0.0
MESH:D003922,MESH:D053040,0.0
MESH:D003922,MESH:D002583,0.0
MESH:D003922,MESH:D008881,0.0
MESH:D003922,MESH:D001749,0.0
MESH:D003922,MESH:D005923,0.0
MESH:D003922,MESH:D054990,0.0
MESH:D003922,MESH:D055113,0.0
MESH:D003922,MESH:D065631,0.0
MESH:D003924,MESH:D004379,0.0
MESH:D003924,MESH:D004827,0.0
MESH:D003924,MESH:D004938,0.0
MESH:D003924,MESH:D005134,0.0
MESH:D003924,MESH:D005185,0.0
MESH:D003924,MESH:D005642,0.0
MESH:D003924,MESH:D005706,0.0
MESH:D003924,MESH:D005879,0.0
MESH:D003924,MESH:D005901,0.0
MESH:D003924,MESH:D005910,0.0
MESH:D003924,MESH:D005922,0.0
MESH:D003924,MESH:D006258,0.0
MESH:D003924,MESH:D006973,0.0
MESH:D003924,MESH:D007037,0.0
MESH:D003924,MESH:D007078,0.0
MESH:D003924,MESH:D007079,0.0
MESH:D003924,MESH:D007562,0.0
MESH:D003924,MESH:D007580,0.0
MESH:D003924,MESH:D051436,0.0
MESH:D003924,MESH:D007680,0.0
MESH:D003924,MESH:D007822,0.0
MESH:D003924,MESH:D007889,0.0
MESH:D003924,MESH:D007918,0.0
MESH:D003924,MESH:D008105,0.0
MESH:D003924,MESH:D008113,0.0
MESH:D003924,MESH:D029424,0.0
MESH:D003924,MESH:D008175,0.0
MESH:D003924,MESH:D008180,0.0
MESH:D003924,MESH:D008268,0.0
MESH:D003924,MESH:D008288,0.0
MESH:D003924,MESH:D008479,0.0
MESH:D003924,MESH:D008545,0.0
MESH:D003924,MESH:D008579,0.0
MESH:D003924,MESH:D009080,0.0
MESH:D003924,MESH:D009103,0.0
MESH:D003924,MESH:D009290,0.0
MESH:D003924,MESH:D009373,0.0
MESH:D003924,MESH:D009383,0.0
MESH:D003924,MESH:D009765,0.0
MESH:D003924,MESH:D053713,0.0
MESH:D003924,MESH:D010001,0.0
MESH:D003924,MESH:D010003,0.0
MESH:D003924,MESH:D010024,0.0
MESH:D003924,MESH:D010040,0.0
MESH:D003924,MESH:D010051,0.0
MESH:D003924,MESH:D010190,0.0
MESH:D003924,MESH:D010195,0.0
MESH:D003924,MESH:D010300,0.0
MESH:D003924,MESH:D010412,0.0
MESH:D003924,MESH:D010610,0.0
MESH:D003924,MESH:D011085,0.0
MESH:D003924,MESH:D011471,0.0
MESH:D003924,MESH:D011565,0.0
MESH:D003924,MESH:D012004,0.0
MESH:D003924,MESH:D012030,0.0
MESH:D003924,MESH:D012186,0.0
MESH:D003924,MESH:D012468,0.0
MESH:D003924,MESH:D045743,0.0
MESH:D003924,MESH:D012878,0.0
MESH:D003924,MESH:D013120,0.0
MESH:D003924,MESH:D013167,0.0
MESH:D003924,MESH:D013274,0.0
MESH:D003924,MESH:D013736,0.0
MESH:D003924,MESH:D013953,0.0
MESH:D003924,MESH:D013964,0.0
MESH:D003924,MESH:D014029,0.0
MESH:D003924,MESH:D014516,0.0
MESH:D003924,MESH:D014594,0.0
MESH:D003924,MESH:D014625,0.0
MESH:D003924,MESH:D014820,0.0
MESH:D003924,MESH:D014846,0.0
MESH:D003924,MESH:D015179,0.0
MESH:D003924,MESH:D015209,0.0
MESH:D003924,MESH:D015210,0.0
MESH:D003924,MESH:D015433,0.0
MESH:D003924,MESH:D015535,0.0
MESH:D003924,MESH:D016535,0.0
MESH:D003924,MESH:D016640,0.0
MESH:D003924,MESH:D017202,0.0
MESH:D003924,MESH:D017544,0.0
MESH:D003924,MESH:D017545,0.0
MESH:D003924,MESH:D018204,0.0
MESH:D003924,MESH:D019042,0.0
MESH:D003924,MESH:D019337,0.0
MESH:D003924,MESH:D019694,0.0
MESH:D003924,MESH:D012148,0.0
MESH:D003924,MESH:D018317,0.0
MESH:D003924,MESH:D001528,0.0
MESH:D003924,MESH:D006111,0.0
MESH:D003924,MESH:D053040,0.0
MESH:D003924,MESH:D002583,0.0
MESH:D003924,MESH:D008881,0.0
MESH:D003924,MESH:D001749,0.0
MESH:D003924,MESH:D005923,0.0
MESH:D003924,MESH:D054990,0.0
MESH:D003924,MESH:D055113,0.0
MESH:D003924,MESH:D065631,0.0
MESH:D004379,MESH:D004827,0.0
MESH:D004379,MESH:D004938,0.0
MESH:D004379,MESH:D005134,0.0
MESH:D004379,MESH:D005185,0.0
MESH:D004379,MESH:D005642,0.0
MESH:D004379,MESH:D005706,0.0
MESH:D004379,MESH:D005879,0.0
MESH:D004379,MESH:D005901,0.0
MESH:D004379,MESH:D005910,0.0
MESH:D004379,MESH:D005922,0.0
MESH:D004379,MESH:D006258,0.0
MESH:D004379,MESH:D006973,0.0
MESH:D004379,MESH:D007037,0.0
MESH:D004379,MESH:D007078,0.0
MESH:D004379,MESH:D007079,0.0
MESH:D004379,MESH:D007562,0.0
MESH:D004379,MESH:D007580,0.0
MESH:D004379,MESH:D051436,0.0
MESH:D004379,MESH:D007680,0.0
MESH:D004379,MESH:D007822,0.0
MESH:D004379,MESH:D007889,0.0
MESH:D004379,MESH:D007918,0.0
MESH:D004379,MESH:D008105,0.0
MESH:D004379,MESH:D008113,0.0
MESH:D004379,MESH:D029424,0.0
MESH:D004379,MESH:D008175,0.0
MESH:D004379,MESH:D008180,0.0
MESH:D004379,MESH:D008268,0.0
MESH:D004379,MESH:D008288,0.0
MESH:D004379,MESH:D008479,0.0
MESH:D004379,MESH:D008545,0.0
MESH:D004379,MESH:D008579,0.0
MESH:D004379,MESH:D009080,0.0
MESH:D004379,MESH:D009103,0.0
MESH:D004379,MESH:D009290,0.0
MESH:D004379,MESH:D009373,0.0
MESH:D004379,MESH:D009383,0.0
MESH:D004379,MESH:D009765,0.0
MESH:D004379,MESH:D053713,0.0
MESH:D004379,MESH:D010001,0.0
MESH:D004379,MESH:D010003,0.0
MESH:D004379,MESH:D010024,0.0
MESH:D004379,MESH:D010040,0.0
MESH:D004379,MESH:D010051,0.0
MESH:D004379,MESH:D010190,0.0
MESH:D004379,MESH:D010195,0.0
MESH:D004379,MESH:D010300,0.0
MESH:D004379,MESH:D010412,0.0
MESH:D004379,MESH:D010610,0.0
MESH:D004379,MESH:D011085,0.0
MESH:D004379,MESH:D011471,0.0
MESH:D004379,MESH:D011565,0.0
MESH:D004379,MESH:D012004,0.0
MESH:D004379,MESH:D012030,0.0
MESH:D004379,MESH:D012186,0.0
MESH:D004379,MESH:D012468,0.0
MESH:D004379,MESH:D045743,0.0
MESH:D004379,MESH:D012878,0.0
MESH:D004379,MESH:D013120,0.0
MESH:D004379,MESH:D013167,0.0
MESH:D004379,MESH:D013274,0.0
MESH:D004379,MESH:D013736,0.0
MESH:D004379,MESH:D013953,0.0
MESH:D004379,MESH:D013964,0.0
MESH:D004379,MESH:D014029,0.0
MESH:D004379,MESH:D014516,0.0
MESH:D004379,MESH:D014594,0.0
MESH:D004379,MESH:D014625,0.0
MESH:D004379,MESH:D014820,0.0
MESH:D004379,MESH:D014846,0.0
MESH:D004379,MESH:D015179,0.0
MESH:D004379,MESH:D015209,0.0
MESH:D004379,MESH:D015210,0.0
MESH:D004379,MESH:D015433,0.0
MESH:D004379,MESH:D015535,0.0
MESH:D004379,MESH:D016535,0.0
MESH:D004379,MESH:D016640,0.0
MESH:D004379,MESH:D017202,0.0
MESH:D004379,MESH:D017544,0.0
MESH:D004379,MESH:D017545,0.0
MESH:D004379,MESH:D018204,0.0
MESH:D004379,MESH:D019042,0.0
MESH:D004379,MESH:D019337,0.0
MESH:D004379,MESH:D019694,0.0
MESH:D004379,MESH:D012148,0.0
MESH:D004379,MESH:D018317,0.0
MESH:D004379,MESH:D001528,0.0
MESH:D004379,MESH:D006111,0.0
MESH:D004379,MESH:D053040,0.0
MESH:D004379,MESH:D002583,0.0
MESH:D004379,MESH:D008881,0.0
MESH:D004379,MESH:D001749,0.0
MESH:D004379,MESH:D005923,0.0
MESH:D004379,MESH:D054990,0.0
MESH:D004379,MESH:D055113,0.0
MESH:D004379,MESH:D065631,0.0
MESH:D004827,MESH:D004938,0.0
MESH:D004827,MESH:D005134,0.0
MESH:D004827,MESH:D005185,0.0
MESH:D004827,MESH:D005642,0.0
MESH:D004827,MESH:D005706,0.0
MESH:D004827,MESH:D005879,0.0
MESH:D004827,MESH:D005901,0.0
MESH:D004827,MESH:D005910,0.0
MESH:D004827,MESH:D005922,0.0
MESH:D004827,MESH:D006258,0.0
MESH:D004827,MESH:D006973,0.0
MESH:D004827,MESH:D007037,0.0
MESH:D004827,MESH:D007078,0.0
MESH:D004827,MESH:D007079,0.0
MESH:D004827,MESH:D007562,0.0
MESH:D004827,MESH:D007580,0.0
MESH:D004827,MESH:D051436,0.0
MESH:D004827,MESH:D007680,0.0
MESH:D004827,MESH:D007822,0.0
MESH:D004827,MESH:D007889,0.0
MESH:D004827,MESH:D007918,0.0
MESH:D004827,MESH:D008105,0.0
MESH:D004827,MESH:D008113,0.0
MESH:D004827,MESH:D029424,0.0
MESH:D004827,MESH:D008175,0.0
MESH:D004827,MESH:D008180,0.0
MESH:D004827,MESH:D008268,0.0
MESH:D004827,MESH:D008288,0.0
MESH:D004827,MESH:D008479,0.0
MESH:D004827,MESH:D008545,0.0
MESH:D004827,MESH:D008579,0.0
MESH:D004827,MESH:D009080,0.0
MESH:D004827,MESH:D009103,0.0
MESH:D004827,MESH:D009290,0.0
MESH:D004827,MESH:D009373,0.0
MESH:D004827,MESH:D009383,0.0
MESH:D004827,MESH:D009765,0.0
MESH:D004827,MESH:D053713,0.0
MESH:D004827,MESH:D010001,0.0
MESH:D004827,MESH:D010003,0.0
MESH:D004827,MESH:D010024,0.0
MESH:D004827,MESH:D010040,0.0
MESH:D004827,MESH:D010051,0.0
MESH:D004827,MESH:D010190,0.0
MESH:D004827,MESH:D010195,0.0
MESH:D004827,MESH:D010300,0.0
MESH:D004827,MESH:D010412,0.0
MESH:D004827,MESH:D010610,0.0
MESH:D004827,MESH:D011085,0.0
MESH:D004827,MESH:D011471,0.0
MESH:D004827,MESH:D011565,0.0
MESH:D004827,MESH:D012004,0.0
MESH:D004827,MESH:D012030,0.0
MESH:D004827,MESH:D012186,0.0
MESH:D004827,MESH:D012468,0.0
MESH:D004827,MESH:D045743,0.0
MESH:D004827,MESH:D012878,0.0
MESH:D004827,MESH:D013120,0.0
MESH:D004827,MESH:D013167,0.0
MESH:D004827,MESH:D013274,0.0
MESH:D004827,MESH:D013736,0.0
MESH:D004827,MESH:D013953,0.0
MESH:D004827,MESH:D013964,0.0
MESH:D004827,MESH:D014029,0.0
MESH:D004827,MESH:D014516,0.0
MESH:D004827,MESH:D014594,0.0
MESH:D004827,MESH:D014625,0.0
MESH:D004827,MESH:D014820,0.0
MESH:D004827,MESH:D014846,0.0
MESH:D004827,MESH:D015179,0.0
MESH:D004827,MESH:D015209,0.0
MESH:D004827,MESH:D015210,0.0
MESH:D004827,MESH:D015433,0.0
MESH:D004827,MESH:D015535,0.0
MESH:D004827,MESH:D016535,0.0
MESH:D004827,MESH:D016640,0.0
MESH:D004827,MESH:D017202,0.0
MESH:D004827,MESH:D017544,0.0
MESH:D004827,MESH:D017545,0.0
MESH:D004827,MESH:D018204,0.0
MESH:D004827,MESH:D019042,0.0
MESH:D004827,MESH:D019337,0.0
MESH:D004827,MESH:D019694,0.0
MESH:D004827,MESH:D012148,0.0
MESH:D004827,MESH:D018317,0.0
MESH:D004827,MESH:D001528,0.0
MESH:D004827,MESH:D006111,0.0
MESH:D004827,MESH:D053040,0.0
MESH:D004827,MESH:D002583,0.0
MESH:D004827,MESH:D008881,0.0
MESH:D004827,MESH:D001749,0.0
MESH:D004827,MESH:D005923,0.0
MESH:D004827,MESH:D054990,0.0
MESH:D004827,MESH:D055113,0.0
MESH:D004827,MESH:D065631,0.0
MESH:D004938,MESH:D005134,0.0
MESH:D004938,MESH:D005185,0.0
MESH:D004938,MESH:D005642,0.0
MESH:D004938,MESH:D005706,0.0
MESH:D004938,MESH:D005879,0.0
MESH:D004938,MESH:D005901,0.0
MESH:D004938,MESH:D005910,0.0
MESH:D004938,MESH:D005922,0.0
MESH:D004938,MESH:D006258,0.0
MESH:D004938,MESH:D006973,0.0
MESH:D004938,MESH:D007037,0.0
MESH:D004938,MESH:D007078,0.0
MESH:D004938,MESH:D007079,0.0
MESH:D004938,MESH:D007562,0.0
MESH:D004938,MESH:D007580,0.0
MESH:D004938,MESH:D051436,0.0
MESH:D004938,MESH:D007680,0.0
MESH:D004938,MESH:D007822,0.0
MESH:D004938,MESH:D007889,0.0
MESH:D004938,MESH:D007918,0.0
MESH:D004938,MESH:D008105,0.0
MESH:D004938,MESH:D008113,0.0
MESH:D004938,MESH:D029424,0.0
MESH:D004938,MESH:D008175,0.0
MESH:D004938,MESH:D008180,0.0
MESH:D004938,MESH:D008268,0.0
MESH:D004938,MESH:D008288,0.0
MESH:D004938,MESH:D008479,0.0
MESH:D004938,MESH:D008545,0.0
MESH:D004938,MESH:D008579,0.0
MESH:D004938,MESH:D009080,0.0
MESH:D004938,MESH:D009103,0.0
MESH:D004938,MESH:D009290,0.0
MESH:D004938,MESH:D009373,0.0
MESH:D004938,MESH:D009383,0.0
MESH:D004938,MESH:D009765,0.0
MESH:D004938,MESH:D053713,0.0
MESH:D004938,MESH:D010001,0.0
MESH:D004938,MESH:D010003,0.0
MESH:D004938,MESH:D010024,0.0
MESH:D004938,MESH:D010040,0.0
MESH:D004938,MESH:D010051,0.0
MESH:D004938,MESH:D010190,0.0
MESH:D004938,MESH:D010195,0.0
MESH:D004938,MESH:D010300,0.0
MESH:D004938,MESH:D010412,0.0
MESH:D004938,MESH:D010610,0.0
MESH:D004938,MESH:D011085,0.0
MESH:D004938,MESH:D011471,0.0
MESH:D004938,MESH:D011565,0.0
MESH:D004938,MESH:D012004,0.0
MESH:D004938,MESH:D012030,0.0
MESH:D004938,MESH:D012186,0.0
MESH:D004938,MESH:D012468,0.0
MESH:D004938,MESH:D045743,0.0
MESH:D004938,MESH:D012878,0.0
MESH:D004938,MESH:D013120,0.0
MESH:D004938,MESH:D013167,0.0
MESH:D004938,MESH:D013274,0.0
MESH:D004938,MESH:D013736,0.0
MESH:D004938,MESH:D013953,0.0
MESH:D004938,MESH:D013964,0.0
MESH:D004938,MESH:D014029,0.0
MESH:D004938,MESH:D014516,0.0
MESH:D004938,MESH:D014594,0.0
MESH:D004938,MESH:D014625,0.0
MESH:D004938,MESH:D014820,0.0
MESH:D004938,MESH:D014846,0.0
MESH:D004938,MESH:D015179,0.0
MESH:D004938,MESH:D015209,0.0
MESH:D004938,MESH:D015210,0.0
MESH:D004938,MESH:D015433,0.0
MESH:D004938,MESH:D015535,0.0
MESH:D004938,MESH:D016535,0.0
MESH:D004938,MESH:D016640,0.0
MESH:D004938,MESH:D017202,0.0
MESH:D004938,MESH:D017544,0.0
MESH:D004938,MESH:D017545,0.0
MESH:D004938,MESH:D018204,0.0
MESH:D004938,MESH:D019042,0.0
MESH:D004938,MESH:D019337,0.0
MESH:D004938,MESH:D019694,0.0
MESH:D004938,MESH:D012148,0.0
MESH:D004938,MESH:D018317,0.0
MESH:D004938,MESH:D001528,0.0
MESH:D004938,MESH:D006111,0.0
MESH:D004938,MESH:D053040,0.0
MESH:D004938,MESH:D002583,0.0
MESH:D004938,MESH:D008881,0.0
MESH:D004938,MESH:D001749,0.0
MESH:D004938,MESH:D005923,0.0
MESH:D004938,MESH:D054990,0.0
MESH:D004938,MESH:D055113,0.0
MESH:D004938,MESH:D065631,0.0
MESH:D005134,MESH:D005185,0.0
MESH:D005134,MESH:D005642,0.0
MESH:D005134,MESH:D005706,0.0
MESH:D005134,MESH:D005879,0.0
MESH:D005134,MESH:D005901,0.0
MESH:D005134,MESH:D005910,0.0
MESH:D005134,MESH:D005922,0.0
MESH:D005134,MESH:D006258,0.0
MESH:D005134,MESH:D006973,0.0
MESH:D005134,MESH:D007037,0.0
MESH:D005134,MESH:D007078,0.0
MESH:D005134,MESH:D007079,0.0
MESH:D005134,MESH:D007562,0.0
MESH:D005134,MESH:D007580,0.0
MESH:D005134,MESH:D051436,0.0
MESH:D005134,MESH:D007680,0.0
MESH:D005134,MESH:D007822,0.0
MESH:D005134,MESH:D007889,0.0
MESH:D005134,MESH:D007918,0.0
MESH:D005134,MESH:D008105,0.0
MESH:D005134,MESH:D008113,0.0
MESH:D005134,MESH:D029424,0.0
MESH:D005134,MESH:D008175,0.0
MESH:D005134,MESH:D008180,0.0
MESH:D005134,MESH:D008268,0.0
MESH:D005134,MESH:D008288,0.0
MESH:D005134,MESH:D008479,0.0
MESH:D005134,MESH:D008545,0.0
MESH:D005134,MESH:D008579,0.0
MESH:D005134,MESH:D009080,0.0
MESH:D005134,MESH:D009103,0.0
MESH:D005134,MESH:D009290,0.0
MESH:D005134,MESH:D009373,0.0
MESH:D005134,MESH:D009383,0.0
MESH:D005134,MESH:D009765,0.0
MESH:D005134,MESH:D053713,0.0
MESH:D005134,MESH:D010001,0.0
MESH:D005134,MESH:D010003,0.0
MESH:D005134,MESH:D010024,0.0
MESH:D005134,MESH:D010040,0.0
MESH:D005134,MESH:D010051,0.0
MESH:D005134,MESH:D010190,0.0
MESH:D005134,MESH:D010195,0.0
MESH:D005134,MESH:D010300,0.0
MESH:D005134,MESH:D010412,0.0
MESH:D005134,MESH:D010610,0.0
MESH:D005134,MESH:D011085,0.0
MESH:D005134,MESH:D011471,0.0
MESH:D005134,MESH:D011565,0.0
MESH:D005134,MESH:D012004,0.0
MESH:D005134,MESH:D012030,0.0
MESH:D005134,MESH:D012186,0.0
MESH:D005134,MESH:D012468,0.0
MESH:D005134,MESH:D045743,0.0
MESH:D005134,MESH:D012878,0.0
MESH:D005134,MESH:D013120,0.0
MESH:D005134,MESH:D013167,0.0
MESH:D005134,MESH:D013274,0.0
MESH:D005134,MESH:D013736,0.0
MESH:D005134,MESH:D013953,0.0
MESH:D005134,MESH:D013964,0.0
MESH:D005134,MESH:D014029,0.0
MESH:D005134,MESH:D014516,0.0
MESH:D005134,MESH:D014594,0.0
MESH:D005134,MESH:D014625,0.0
MESH:D005134,MESH:D014820,0.0
MESH:D005134,MESH:D014846,0.0
MESH:D005134,MESH:D015179,0.0
MESH:D005134,MESH:D015209,0.0
MESH:D005134,MESH:D015210,0.0
MESH:D005134,MESH:D015433,0.0
MESH:D005134,MESH:D015535,0.0
MESH:D005134,MESH:D016535,0.0
MESH:D005134,MESH:D016640,0.0
MESH:D005134,MESH:D017202,0.0
MESH:D005134,MESH:D017544,0.0
MESH:D005134,MESH:D017545,0.0
MESH:D005134,MESH:D018204,0.0
MESH:D005134,MESH:D019042,0.0
MESH:D005134,MESH:D019337,0.0
MESH:D005134,MESH:D019694,0.0
MESH:D005134,MESH:D012148,0.0
MESH:D005134,MESH:D018317,0.0
MESH:D005134,MESH:D001528,0.0
MESH:D005134,MESH:D006111,0.0
MESH:D005134,MESH:D053040,0.0
MESH:D005134,MESH:D002583,0.0
MESH:D005134,MESH:D008881,0.0
MESH:D005134,MESH:D001749,0.0
MESH:D005134,MESH:D005923,0.0
MESH:D005134,MESH:D054990,0.0
MESH:D005134,MESH:D055113,0.0
MESH:D005134,MESH:D065631,0.0
MESH:D005185,MESH:D005642,0.0
MESH:D005185,MESH:D005706,0.0
MESH:D005185,MESH:D005879,0.0
MESH:D005185,MESH:D005901,0.0
MESH:D005185,MESH:D005910,0.0
MESH:D005185,MESH:D005922,0.0
MESH:D005185,MESH:D006258,0.0
MESH:D005185,MESH:D006973,0.0
MESH:D005185,MESH:D007037,0.0
MESH:D005185,MESH:D007078,0.0
MESH:D005185,MESH:D007079,0.0
MESH:D005185,MESH:D007562,0.0
MESH:D005185,MESH:D007580,0.0
MESH:D005185,MESH:D051436,0.0
MESH:D005185,MESH:D007680,0.0
MESH:D005185,MESH:D007822,0.0
MESH:D005185,MESH:D007889,0.0
MESH:D005185,MESH:D007918,0.0
MESH:D005185,MESH:D008105,0.0
MESH:D005185,MESH:D008113,0.0
MESH:D005185,MESH:D029424,0.0
MESH:D005185,MESH:D008175,0.0
MESH:D005185,MESH:D008180,0.0
MESH:D005185,MESH:D008268,0.0
MESH:D005185,MESH:D008288,0.0
MESH:D005185,MESH:D008479,0.0
MESH:D005185,MESH:D008545,0.0
MESH:D005185,MESH:D008579,0.0
MESH:D005185,MESH:D009080,0.0
MESH:D005185,MESH:D009103,0.0
MESH:D005185,MESH:D009290,0.0
MESH:D005185,MESH:D009373,0.0
MESH:D005185,MESH:D009383,0.0
MESH:D005185,MESH:D009765,0.0
MESH:D005185,MESH:D053713,0.0
MESH:D005185,MESH:D010001,0.0
MESH:D005185,MESH:D010003,0.0
MESH:D005185,MESH:D010024,0.0
MESH:D005185,MESH:D010040,0.0
MESH:D005185,MESH:D010051,0.0
MESH:D005185,MESH:D010190,0.0
MESH:D005185,MESH:D010195,0.0
MESH:D005185,MESH:D010300,0.0
MESH:D005185,MESH:D010412,0.0
MESH:D005185,MESH:D010610,0.0
MESH:D005185,MESH:D011085,0.0
MESH:D005185,MESH:D011471,0.0
MESH:D005185,MESH:D011565,0.0
MESH:D005185,MESH:D012004,0.0
MESH:D005185,MESH:D012030,0.0
MESH:D005185,MESH:D012186,0.0
MESH:D005185,MESH:D012468,0.0
MESH:D005185,MESH:D045743,0.0
MESH:D005185,MESH:D012878,0.0
MESH:D005185,MESH:D013120,0.0
MESH:D005185,MESH:D013167,0.0
MESH:D005185,MESH:D013274,0.0
MESH:D005185,MESH:D013736,0.0
MESH:D005185,MESH:D013953,0.0
MESH:D005185,MESH:D013964,0.0
MESH:D005185,MESH:D014029,0.0
MESH:D005185,MESH:D014516,0.0
MESH:D005185,MESH:D014594,0.0
MESH:D005185,MESH:D014625,0.0
MESH:D005185,MESH:D014820,0.0
MESH:D005185,MESH:D014846,0.0
MESH:D005185,MESH:D015179,0.0
MESH:D005185,MESH:D015209,0.0
MESH:D005185,MESH:D015210,0.0
MESH:D005185,MESH:D015433,0.0
MESH:D005185,MESH:D015535,0.0
MESH:D005185,MESH:D016535,0.0
MESH:D005185,MESH:D016640,0.0
MESH:D005185,MESH:D017202,0.0
MESH:D005185,MESH:D017544,0.0
MESH:D005185,MESH:D017545,0.0
MESH:D005185,MESH:D018204,0.0
MESH:D005185,MESH:D019042,0.0
MESH:D005185,MESH:D019337,0.0
MESH:D005185,MESH:D019694,0.0
MESH:D005185,MESH:D012148,0.0
MESH:D005185,MESH:D018317,0.0
MESH:D005185,MESH:D001528,0.0
MESH:D005185,MESH:D006111,0.0
